&	P0	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19
1172	0.116457566	0.127937222	0.121668285	0.111434379	0.148150526	0.114622428	0.112251484	0.110443137	0.12251218	0.101722884	0.098280327	0.115439533	0.098735762	0.096659512	0.105875385	0.114742985	0.131580707	0.113108774	0.123168543	0.113215936
1171	0.139992871	0.13955083	0.132304046	0.14603409	0.131594102	0.144962477	0.122137116	0.115787807	0.095976358	0.103316909	0.103330304	0.10381253	0.109398314	0.119324131	0.136550313	0.131928981	0.133777514	0.139925895	0.13584037	0.120904761
1170	0.142028936	0.165751773	0.151459132	0.144292719	0.147440583	0.13586716	0.128231916	0.139711572	0.118574002	0.125298375	0.118748139	0.124106205	0.124374108	0.1302144	0.139001629	0.147400397	0.151365366	0.130348352	0.157353005	0.122230882
1169	0.149717761	0.153227294	0.151566294	0.159228328	0.145859953	0.151914568	0.143046969	0.120998527	0.143797098	0.130442118	0.121976374	0.121922793	0.130776997	0.140314355	0.141774428	0.135331353	0.145150009	0.167573516	0.15495527	0.144654388
1168	0.158799683	0.170922307	0.151526108	0.154767738	0.169515815	0.164586394	0.146382365	0.140743	0.134112393	0.145444703	0.128151545	0.153240689	0.127173698	0.14802997	0.151941358	0.158424618	0.171230396	0.158089739	0.15614744	0.143971235
1167	0.161572482	0.185429271	0.176360744	0.172636888	0.172891397	0.162228845	0.167720863	0.147105704	0.132223675	0.147681696	0.137206677	0.138211314	0.13747458	0.157138682	0.169314887	0.17360134	0.145859953	0.171900154	0.16382287	0.172395775
1166	0.160875933	0.181008867	0.15415156	0.171230396	0.173038743	0.161036675	0.154272117	0.149999059	0.141653871	0.138251499	0.144855316	0.122914035	0.145324147	0.148793494	0.149757946	0.176615252	0.164037192	0.165966096	0.157808441	0.159188143
1165	0.178972801	0.16753333	0.162027918	0.166930548	0.153548778	0.165296338	0.142296839	0.130857368	0.13467499	0.135612652	0.125606464	0.141318992	0.128030988	0.147320026	0.149958874	0.146342179	0.171766203	0.164720346	0.149985664	0.134286531
1164	0.169154145	0.15858536	0.152945996	0.169756928	0.156710037	0.164278305	0.149034607	0.149034607	0.136603894	0.124976891	0.114073226	0.142176283	0.125874367	0.138318475	0.139858919	0.157406586	0.153923843	0.139215951	0.163970217	0.160621425
1163	0.154874899	0.162536934	0.143582775	0.156589481	0.154647182	0.152611116	0.146194832	0.125499302	0.130040263	0.125780601	0.116296824	0.133228313	0.120596672	0.134018627	0.134808942	0.133951651	0.150146406	0.144600808	0.142042331	0.144306114
1162	0.142002146	0.135947531	0.134032022	0.152825439	0.139952685	0.137554951	0.132304046	0.122753293	0.127763085	0.127521972	0.115412743	0.11434113	0.111394193	0.124561641	0.135197402	0.128647166	0.132317441	0.122592551	0.141439549	0.142109307
1161	0.146543107	0.140153613	0.125244794	0.134755361	0.135666233	0.116256638	0.134474063	0.122391624	0.123891882	0.118332889	0.114381315	0.114046436	0.1171943	0.13018761	0.121882608	0.130803788	0.125780601	0.132103119	0.132906829	0.123798116
1160	0.122498785	0.123824907	0.117555969	0.122686318	0.127294254	0.124682197	0.12085118	0.105982547	0.105098466	0.120891365	0.102740917	0.112144323	0.096485375	0.11758276	0.113912484	0.135465305	0.130897554	0.117234485	0.112090742	0.116229848
1159	0.12204335	0.124253552	0.127964013	0.133790909	0.134005232	0.115667251	0.109036644	0.122994406	0.118185542	0.122793479	0.100651271	0.108460652	0.110054677	0.103075796	0.103517836	0.11034937	0.121909398	0.10788466	0.114635823	0.107871265
1158	0.119859938	0.11273371	0.110831596	0.126383383	0.110108257	0.112693524	0.111019129	0.104830562	0.104334941	0.096646117	0.098534835	0.094931535	0.096418399	0.091783672	0.103638393	0.108005217	0.113108774	0.119980494	0.112599758	0.115305582
1157	0.110938758	0.118279308	0.099526077	0.107214902	0.11195679	0.101615723	0.116604913	0.089734211	0.089479703	0.089305566	0.083880524	0.095561108	0.094261777	0.090752244	0.104267965	0.082661564	0.102084554	0.108474047	0.112894452	0.096324633
1156	0.102861473	0.102687336	0.107147926	0.103182957	0.100718247	0.1050047	0.095628084	0.086465791	0.096257657	0.08195162	0.102633755	0.087644566	0.082862492	0.097436431	0.097222109	0.095199439	0.097369455	0.099673424	0.098869714	0.096351423
1155	0.091221075	0.103879506	0.083451879	0.101843441	0.10020923	0.091462188	0.088542042	0.079352958	0.0839475	0.090122671	0.089720816	0.077504426	0.071262279	0.091931018	0.087590985	0.092306083	0.083639411	0.089667235	0.084885162	0.094877955
1154	0.087952654	0.086238073	0.080799636	0.083358113	0.092614172	0.08804642	0.081080935	0.081576556	0.078000047	0.080196854	0.074865578	0.084804791	0.07256161	0.081670322	0.087095364	0.102352457	0.095802221	0.08718913	0.085179855	0.075521941
1153	0.082607983	0.076205094	0.086345235	0.085621896	0.086532767	0.08763117	0.071690924	0.087483824	0.076821272	0.073284948	0.063225179	0.067538423	0.069882577	0.072253521	0.07627207	0.085782638	0.076901643	0.07178469	0.087430243	0.082996443
1152	0.077357079	0.077517821	0.066064954	0.062568816	0.077477635	0.084978928	0.086090726	0.091756881	0.067310705	0.080116483	0.070163875	0.072762537	0.065448777	0.071114932	0.067578608	0.075870215	0.074530699	0.063627034	0.067149963	0.068020649
1151	0.07015048	0.079433329	0.079285982	0.073311739	0.081201491	0.067846511	0.073432295	0.07059252	0.070204061	0.061992824	0.067029406	0.055951605	0.074986134	0.05801446	0.071302464	0.072534819	0.074490513	0.075910401	0.066694527	0.067310705
1150	0.072655376	0.068703802	0.077102571	0.071409625	0.075776449	0.064979946	0.071329254	0.07544157	0.063546663	0.07136944	0.065783656	0.061403437	0.06045238	0.0839475	0.069293189	0.068717197	0.072695561	0.074061868	0.076446207	0.076446207
1149	0.065917608	0.071289069	0.073017045	0.06449772	0.080237039	0.078696595	0.069561093	0.060104106	0.071181908	0.071302464	0.055616726	0.057143775	0.059380767	0.068743988	0.057291121	0.0725884	0.074142239	0.069119052	0.076767691	0.066895455
1148	0.073231368	0.081013959	0.058456501	0.063385921	0.063734196	0.073271553	0.062649187	0.073914521	0.063439502	0.071677529	0.063881543	0.065395196	0.063238575	0.062809929	0.060372009	0.066761503	0.071597158	0.071650738	0.064149446	0.071731109
1147	0.053004668	0.059822808	0.065890817	0.057639396	0.075736264	0.069279794	0.068623431	0.070056714	0.067458052	0.070163875	0.063372526	0.065100503	0.063546663	0.052401886	0.053794983	0.069293189	0.07422261	0.065355011	0.062997462	0.061564179
1146	0.06120251	0.062300913	0.062019615	0.061189114	0.048637845	0.073164392	0.072762537	0.069480722	0.068730592	0.063064437	0.060117501	0.05796088	0.053312757	0.059970154	0.067310705	0.06086763	0.063881543	0.067993858	0.068395713	0.075535336
1145	0.061416832	0.054397766	0.070873819	0.066949035	0.06931998	0.057746557	0.066158721	0.063037647	0.05757242	0.06610514	0.057974275	0.053781588	0.058644033	0.067377681	0.065515753	0.054397766	0.067953673	0.079219007	0.064149446	0.068234971
1144	0.060050525	0.068717197	0.063961914	0.061858873	0.057652791	0.068301947	0.070512149	0.069668254	0.06167134	0.064618277	0.05194645	0.060345219	0.051839289	0.056728524	0.063680615	0.059836203	0.059407557	0.05715717	0.059193235	0.064229817
1143	0.056956242	0.051825894	0.053902145	0.05801446	0.055616726	0.056031976	0.068020649	0.061403437	0.068261762	0.053580661	0.065877422	0.066707922	0.060385404	0.060479171	0.070137085	0.063077833	0.066868664	0.059072678	0.051772313	0.056674944
1142	0.058161807	0.062488445	0.051611571	0.064845994	0.061055163	0.062528631	0.063827962	0.060345219	0.056500807	0.066587366	0.057371492	0.058724404	0.060278243	0.057692976	0.06208659	0.070029923	0.05316541	0.068784173	0.067484842	0.065636309
1141	0.065288035	0.059487928	0.05676871	0.065823842	0.062997462	0.067873302	0.059166444	0.058804775	0.07217315	0.061711526	0.058965517	0.065154083	0.056916057	0.062635792	0.057947484	0.059581695	0.067752745	0.058885146	0.06447093	0.053687822
1140	0.054464741	0.053419919	0.051959846	0.063010857	0.063868147	0.064162841	0.051691942	0.057706371	0.049240627	0.055790863	0.06164455	0.061282881	0.053701217	0.057947484	0.073043836	0.070016528	0.064189631	0.069962948	0.067404471	0.06690885
1139	0.056326669	0.060278243	0.07502632	0.070110294	0.066185511	0.06369401	0.06444414	0.063506478	0.056460621	0.064296793	0.059139654	0.066064954	0.052937693	0.057639396	0.062099986	0.075120086	0.065341616	0.061657945	0.067913487	0.061912453
1138	0.069708439	0.063211784	0.063466292	0.06810102	0.075749659	0.079031474	0.064350373	0.07056573	0.063118018	0.070605915	0.061657945	0.069828996	0.057076799	0.056259694	0.074878973	0.069802206	0.076821272	0.068636826	0.072775932	0.063265365
1137	0.078053627	0.081656927	0.070498754	0.072749142	0.063238575	0.072253521	0.073673408	0.06527464	0.064658462	0.0725884	0.067109777	0.065810446	0.071556972	0.070404988	0.070431778	0.053701217	0.070204061	0.063077833	0.061028372	0.0673241
1136	0.076392627	0.07380736	0.078830547	0.082929467	0.084577073	0.078870732	0.067136568	0.059005702	0.063760986	0.081656927	0.06286351	0.071034561	0.063707405	0.075106691	0.069547697	0.075990772	0.070860424	0.069895972	0.071771295	0.083451879
1135	0.06447093	0.067511632	0.072347287	0.070083504	0.071222093	0.079728023	0.071061351	0.069641464	0.058389525	0.065408591	0.056567782	0.059715646	0.055469379	0.074758417	0.069400351	0.061564179	0.086948017	0.070753262	0.071798085	0.072427658
1134	0.086130912	0.078067022	0.070833633	0.070780053	0.074169029	0.078388506	0.078696595	0.072575005	0.068261762	0.073726989	0.069547697	0.071865061	0.071865061	0.071356045	0.072132964	0.078133998	0.081442604	0.082031991	0.070806843	0.084255589
1133	0.08073266	0.085380783	0.083518855	0.093391091	0.081616741	0.076673925	0.087095364	0.079634257	0.084469911	0.085501339	0.073914521	0.068636826	0.06364043	0.081723903	0.075562127	0.082862492	0.072414263	0.088716179	0.090390574	0.080223644
1132	0.079178821	0.083773363	0.094074245	0.093016027	0.09128805	0.104067038	0.096284447	0.078455482	0.086130912	0.090216437	0.0734189	0.086264864	0.086934622	0.084268984	0.090243228	0.088367904	0.095145858	0.088260743	0.084135032	0.099164408
1131	0.11270692	0.109384919	0.112425621	0.100731642	0.111367403	0.087510614	0.100075279	0.097396246	0.09001551	0.085273621	0.083344718	0.088595622	0.078669805	0.098119585	0.092359664	0.084684234	0.115640461	0.097342665	0.104080433	0.088729574
1130	0.131486941	0.122592551	0.127321045	0.120516301	0.117154114	0.109425104	0.117422018	0.111233451	0.106571934	0.103598207	0.093243745	0.102794497	0.10059769	0.096311237	0.101910416	0.110818201	0.125968133	0.110309185	0.127856851	0.102941844
1129	0.146797615	0.143502404	0.134741966	0.128446239	0.145136614	0.141734242	0.120449325	0.123597189	0.119752776	0.128124755	0.100035093	0.108500838	0.109585846	0.131192247	0.13340245	0.130937739	0.13667087	0.135786789	0.128781118	0.136804822
1128	0.175744567	0.173561155	0.162911998	0.168270065	0.158210296	0.157848626	0.157219053	0.142337025	0.137072725	0.136563709	0.135250982	0.140622444	0.135157216	0.144935687	0.140582258	0.148351454	0.161679643	0.153240689	0.161344764	0.151673455
1127	0.182281407	0.193292233	0.181959923	0.190814127	0.181102633	0.182482335	0.167881605	0.163715708	0.159281909	0.160326732	0.143194315	0.160299941	0.150159801	0.168095927	0.169663162	0.178905826	0.173587945	0.179709536	0.183085117	0.178021745
1126	0.213197448	0.222600854	0.206325729	0.211255149	0.211536448	0.205066583	0.194497798	0.178048535	0.17678939	0.19463175	0.163367434	0.175007833	0.167881605	0.186634836	0.182616286	0.197779613	0.198355605	0.190037208	0.211014036	0.191068636
1125	0.239036722	0.241354086	0.235018172	0.226565823	0.231575615	0.216104199	0.206740979	0.183902222	0.185817731	0.19950759	0.1670645	0.194805887	0.19585071	0.196239169	0.210344278	0.219761079	0.212983126	0.203204655	0.218274216	0.222493693
1124	0.250864653	0.252378306	0.241782731	0.237469488	0.256035187	0.247234563	0.230316469	0.200003211	0.21255448	0.220162934	0.183460182	0.213505537	0.197659057	0.226338105	0.227021259	0.23156222	0.240711118	0.207008882	0.24414028	0.237509673
1123	0.256972848	0.277922886	0.26561273	0.269001706	0.266804899	0.248734822	0.232406115	0.219278853	0.212983126	0.230249494	0.195328298	0.214818263	0.211657004	0.230932647	0.231039808	0.248426733	0.261326277	0.219613733	0.248949144	0.237308746
1122	0.274038288	0.285812639	0.274091869	0.27500274	0.26527785	0.271144933	0.252847137	0.221703378	0.214228876	0.219680708	0.212273182	0.218689466	0.217390135	0.239465367	0.244006328	0.258285574	0.267702375	0.237857947	0.258607058	0.268640037
1121	0.275270644	0.28716555	0.28428559	0.293193375	0.278030048	0.265827052	0.26439377	0.233290196	0.236545221	0.236424665	0.211014036	0.227503485	0.231816728	0.2404834	0.259651881	0.26727373	0.265840447	0.237482883	0.271546788	0.267367496
1120	0.280521548	0.279717839	0.274373168	0.275310829	0.274399958	0.25225775	0.255043944	0.235165519	0.222091838	0.224127903	0.213237634	0.213559118	0.218662676	0.237201584	0.23848752	0.252110403	0.270421594	0.242224771	0.264246423	0.276074354
1119	0.255874445	0.267139778	0.249926991	0.259343792	0.25148083	0.237201584	0.235420027	0.218609095	0.213827021	0.223016104	0.198998573	0.21452357	0.203941389	0.22671317	0.235808487	0.252940903	0.255365428	0.210679157	0.253664242	0.243792006
1118	0.238541101	0.244729667	0.234629713	0.241769336	0.237107818	0.221314918	0.211643609	0.203137679	0.189045966	0.209339641	0.173681711	0.180901705	0.183473577	0.20804031	0.219332434	0.210612182	0.22715521	0.204490591	0.225922855	0.213572513
1117	0.219064531	0.221314918	0.212487505	0.220390652	0.227476694	0.204396825	0.194752306	0.181892947	0.182643077	0.189273683	0.154620391	0.175865123	0.180017624	0.16908717	0.185094392	0.193452975	0.206111406	0.193506556	0.202133042	0.198529743
1116	0.192234015	0.192702846	0.188429788	0.201275751	0.177285011	0.183634319	0.175382897	0.172302009	0.163608547	0.166863572	0.148431825	0.148204107	0.162483353	0.163354039	0.166716225	0.186246376	0.18449161	0.167801234	0.187987748	0.190840918
1115	0.172449356	0.183111908	0.160099014	0.16584554	0.165135596	0.161612667	0.16260391	0.151459132	0.139483855	0.144962477	0.125807391	0.129089206	0.142390605	0.144841921	0.155062432	0.162041313	0.168631734	0.144520437	0.165189177	0.172435961
1114	0.162697676	0.157848626	0.158920239	0.15772807	0.157553932	0.152182471	0.143931049	0.128379263	0.143489009	0.135759999	0.106826442	0.11805159	0.115734227	0.136108273	0.133268498	0.13955083	0.15531694	0.138358661	0.149918688	0.142712089
1113	0.147882623	0.15082956	0.153026367	0.13833187	0.142417396	0.135880555	0.130776997	0.129531247	0.120730623	0.124615221	0.109572451	0.104736796	0.114381315	0.113189145	0.129732174	0.123101568	0.139778548	0.127240674	0.124240157	0.118949066
1112	0.121909398	0.121614704	0.126678077	0.132826458	0.124936705	0.119176784	0.130669836	0.116229848	0.119578639	0.113336492	0.09001551	0.106344216	0.110844992	0.102553384	0.110416346	0.119873333	0.11965901	0.102245296	0.128834698	0.115961945
1111	0.118681163	0.132866643	0.131205643	0.117435413	0.114595638	0.114662614	0.113416863	0.106129893	0.098307117	0.103678578	0.086090726	0.093484858	0.088274138	0.099660029	0.098454464	0.123356076	0.124936705	0.103558022	0.119337526	0.112921242
1110	0.10181665	0.117113929	0.117810477	0.123235519	0.109344733	0.118064986	0.106759466	0.095132463	0.103102586	0.104174199	0.089519889	0.098534835	0.092547196	0.111461169	0.091301446	0.107804289	0.09932515	0.093056212	0.095681665	0.102700731
1109	0.100852198	0.109358128	0.111675492	0.119391107	0.098253536	0.109143806	0.097101552	0.101454981	0.101388005	0.086666718	0.090377179	0.088943897	0.079701233	0.085367387	0.106906813	0.093859922	0.108648184	0.097972238	0.115935154	0.099874351
1108	0.103584812	0.108112378	0.102861473	0.113524025	0.119230365	0.098615206	0.090323599	0.086760485	0.094610051	0.087081969	0.082607983	0.086814065	0.067096382	0.088528646	0.09815977	0.087885679	0.099593053	0.090524526	0.097851681	0.098722367
1107	0.099405521	0.105285998	0.102258691	0.101682699	0.108902693	0.099954722	0.097101552	0.100972755	0.089318961	0.097463222	0.080759451	0.084563678	0.071034561	0.086278259	0.096096915	0.099847561	0.108849112	0.078924313	0.109652822	0.083304532
1106	0.095976358	0.113684767	0.096887229	0.122766689	0.105661063	0.102473013	0.086184493	0.095641479	0.094985116	0.088542042	0.083652806	0.074021683	0.076312256	0.094275172	0.097610568	0.104401917	0.104147409	0.074892368	0.104723401	0.102473013
1105	0.093364301	0.112412226	0.09250701	0.106344216	0.103464256	0.106625515	0.086050541	0.083465274	0.086613138	0.077316893	0.081496185	0.077531216	0.079728023	0.091060333	0.093792946	0.109023249	0.091314841	0.097610568	0.09652556	0.095413761
1104	0.09932515	0.09491814	0.095762036	0.10990733	0.102807892	0.108460652	0.083183976	0.107308668	0.08599696	0.092681148	0.063801172	0.074289586	0.068556455	0.080464757	0.094208196	0.093484858	0.098039214	0.087068573	0.096284447	0.08960026
1103	0.084202008	0.102848078	0.090149461	0.10264715	0.096512165	0.110496717	0.080103088	0.084376145	0.084282379	0.085179855	0.072025803	0.083492064	0.070404988	0.080973773	0.093096398	0.096271052	0.099284964	0.088140187	0.104388522	0.081670322
1102	0.088917106	0.09286868	0.08843488	0.105044885	0.084978928	0.090832615	0.077638377	0.093739366	0.081080935	0.0883813	0.068194786	0.068489479	0.082500822	0.08716234	0.076861458	0.096311237	0.093900108	0.080384386	0.092198922	0.097208713
1101	0.082045387	0.087108759	0.087336477	0.100463739	0.095119068	0.101615723	0.071650738	0.08031741	0.081174701	0.08840809	0.071248883	0.074878973	0.073177787	0.079111845	0.080518338	0.085126274	0.086653323	0.078147393	0.074369957	0.081884645
1100	0.08519325	0.088193767	0.083746572	0.090363784	0.082005201	0.088689388	0.071851666	0.092332873	0.079285982	0.070418383	0.065636309	0.080625499	0.07787949	0.081469394	0.065783656	0.082594588	0.085420968	0.072990255	0.075883611	0.083371508
1099	0.072494634	0.085260226	0.088970687	0.077732143	0.080009321	0.088193767	0.071597158	0.08148279	0.076419417	0.072159755	0.065355011	0.05842971	0.06530143	0.069628068	0.065823842	0.075307618	0.078174184	0.072132964	0.069386955	0.069078867
1098	0.076084538	0.074892368	0.065140688	0.073231368	0.075307618	0.085287016	0.073150997	0.070190665	0.072896489	0.070324617	0.058416315	0.069614673	0.058469896	0.07134265	0.062689373	0.077062385	0.061376647	0.075682683	0.064363769	0.068663617
1097	0.070806843	0.071409625	0.078227764	0.06973523	0.075843425	0.072400868	0.073673408	0.07017727	0.064578091	0.076151514	0.069212818	0.061979429	0.068757383	0.064296793	0.062381284	0.076017562	0.077638377	0.068194786	0.069989738	0.062113381
1096	0.062153566	0.080022717	0.065743471	0.081455999	0.074825392	0.073191182	0.061657945	0.066801689	0.066426624	0.074410142	0.066855269	0.067846511	0.069239609	0.056875871	0.065904213	0.070847028	0.076754296	0.061858873	0.065997979	0.062314308
1095	0.071677529	0.071463206	0.078388506	0.070914004	0.069119052	0.078817152	0.064738833	0.058282364	0.075521941	0.070110294	0.071195303	0.064872785	0.064979946	0.071208698	0.061457018	0.073793965	0.072132964	0.065006736	0.071798085	0.076124724
1094	0.058148412	0.072092779	0.071771295	0.072333892	0.081469394	0.068261762	0.058536872	0.061068558	0.070056714	0.069668254	0.05759921	0.064845994	0.068355528	0.063412712	0.059836203	0.074986134	0.065609519	0.052187563	0.06976202	0.065810446
1093	0.072387472	0.066828479	0.069748625	0.077866095	0.066801689	0.065046922	0.060800655	0.062233937	0.069413746	0.062555421	0.055656911	0.058684218	0.047593022	0.064578091	0.055067524	0.054504927	0.066466809	0.052843926	0.056634758	0.062970671
1092	0.072320497	0.064176236	0.058536872	0.055214871	0.068677012	0.067645584	0.057090194	0.063077833	0.064484325	0.06330555	0.051450829	0.064645067	0.049910385	0.052616209	0.066466809	0.059769227	0.060693493	0.056527597	0.062582212	0.058603848
1091	0.07419582	0.064122656	0.073874336	0.066975826	0.064270002	0.060251453	0.062381284	0.062408074	0.058362735	0.06452451	0.065931003	0.052535838	0.057130379	0.058911936	0.057411678	0.059287001	0.058054646	0.056139137	0.056634758	0.065636309
1090	0.067792931	0.065033527	0.048624449	0.073164392	0.066480205	0.061550784	0.058737799	0.058268968	0.063760986	0.05796088	0.050647119	0.058188597	0.054518322	0.063747591	0.057652791	0.071168512	0.059246815	0.052254539	0.057237541	0.059420953
1089	0.06125609	0.068221576	0.067163358	0.066319463	0.065421987	0.073150997	0.073351924	0.067980463	0.054558508	0.069695044	0.055389008	0.053446709	0.052776951	0.05394233	0.058911936	0.063412712	0.065167478	0.053781588	0.058885146	0.056822291
1088	0.056474016	0.066734713	0.060760469	0.06366722	0.058135017	0.071262279	0.05228133	0.056286484	0.055710492	0.064832599	0.058777985	0.053352943	0.050660515	0.061376647	0.060278243	0.061698131	0.068034044	0.062126776	0.064403954	0.057652791
1087	0.059862993	0.069132447	0.069775415	0.067846511	0.066399834	0.059313791	0.058831565	0.059836203	0.072132964	0.06527464	0.056902662	0.061657945	0.059849598	0.058925331	0.068877939	0.067752745	0.069253004	0.056621363	0.068409108	0.069453931
1086	0.058965517	0.0628903	0.062140171	0.055764072	0.065783656	0.061323066	0.060264848	0.061443623	0.072950069	0.069909367	0.062434865	0.060050525	0.06652039	0.058027855	0.06613193	0.062515236	0.061631155	0.066145325	0.061349856	0.061925848
1085	0.064685252	0.066667737	0.072883094	0.067993858	0.063010857	0.072012408	0.071516787	0.062327703	0.065087107	0.058108226	0.059112864	0.06449772	0.069400351	0.069092262	0.051290087	0.052843926	0.0734189	0.072360682	0.066506995	0.054062887
1084	0.063627034	0.065234454	0.068650221	0.060465775	0.06042559	0.069132447	0.062568816	0.062354494	0.059434348	0.06973523	0.068382318	0.056782105	0.058831565	0.053821774	0.056983033	0.059005702	0.071423021	0.062220542	0.059635275	0.064243212
1083	0.077477635	0.063627034	0.06773935	0.060492566	0.063774381	0.066399834	0.062408074	0.06771256	0.064283398	0.059340582	0.060827445	0.065087107	0.054946967	0.051424039	0.056849081	0.056902662	0.067725955	0.06208659	0.070364802	0.072548214
1082	0.052200959	0.072936674	0.065850632	0.071047956	0.070204061	0.069132447	0.065180874	0.065314825	0.061269485	0.064403954	0.05798767	0.065743471	0.06690885	0.060854235	0.070257641	0.05394233	0.081241677	0.074142239	0.063975309	0.06452451
1081	0.060827445	0.057880509	0.061818687	0.069936157	0.060720284	0.069212818	0.068730592	0.068610036	0.065703285	0.082125757	0.060974792	0.066453414	0.079768208	0.071168512	0.054545112	0.063211784	0.074450328	0.059126259	0.053178806	0.066198906
1080	0.064203027	0.06042559	0.062716163	0.054732645	0.076325651	0.066573971	0.059367372	0.070204061	0.064564696	0.062783139	0.044565714	0.056366855	0.063412712	0.070297827	0.059688856	0.067431261	0.072320497	0.070458569	0.05031224	0.061550784
1079	0.060117501	0.0770222	0.066440019	0.067498237	0.065475567	0.067230334	0.062756349	0.073726989	0.071677529	0.058322549	0.06125609	0.059715646	0.073619828	0.065006736	0.064149446	0.074892368	0.069855786	0.065100503	0.072454448	0.06613193
1078	0.05917984	0.076982014	0.072065988	0.061832082	0.070190665	0.064953156	0.064122656	0.066654342	0.069748625	0.07012369	0.06247505	0.064283398	0.06283672	0.057331307	0.059943364	0.063118018	0.061363252	0.057786742	0.066024769	0.066949035
1077	0.06895831	0.062233937	0.071556972	0.067310705	0.071918642	0.069989738	0.06084084	0.070096899	0.073378715	0.070927399	0.067833116	0.062635792	0.067538423	0.067257124	0.067980463	0.070833633	0.086693509	0.0551345	0.065194269	0.088140187
1076	0.060331824	0.06444414	0.068234971	0.079955741	0.064712043	0.071623948	0.059675461	0.072159755	0.066024769	0.078348321	0.052388491	0.068904729	0.064417349	0.066252487	0.063519873	0.06937356	0.067792931	0.057907299	0.056246298	0.072280311
1075	0.063600244	0.065515753	0.078334926	0.065743471	0.071530182	0.075602312	0.074892368	0.070391593	0.06771256	0.069507512	0.061537389	0.065448777	0.059447743	0.060613122	0.076030957	0.059287001	0.070418383	0.067471447	0.074785207	0.065435382
1074	0.070056714	0.075401385	0.074021683	0.06488618	0.078776966	0.071181908	0.06527464	0.063894938	0.071932037	0.06893152	0.067216939	0.067525027	0.063613639	0.065756866	0.081027354	0.061041768	0.071128327	0.063131413	0.068784173	0.053004668
1073	0.064631672	0.07463786	0.082782121	0.062274123	0.073593037	0.060224662	0.070940795	0.08029062	0.075548731	0.066332858	0.063948518	0.069601278	0.072106174	0.061028372	0.069895972	0.068462689	0.068221576	0.076955224	0.090564712	0.072253521
1072	0.073137602	0.068476084	0.067618794	0.079942346	0.069520907	0.078522458	0.068810963	0.076566764	0.064979946	0.059903179	0.058510081	0.062662583	0.0551345	0.06488618	0.082969653	0.069065471	0.070471964	0.061148929	0.065448777	0.069065471
1071	0.070739867	0.06976202	0.078910918	0.073767174	0.07580324	0.058978912	0.056192718	0.06444414	0.06003713	0.057237541	0.066774898	0.068114415	0.059836203	0.066801689	0.065783656	0.069453931	0.07502632	0.06812781	0.071905246	0.073204578
1070	0.069186028	0.068301947	0.072936674	0.063546663	0.073244763	0.078964499	0.073177787	0.074369957	0.06978881	0.067913487	0.063921728	0.059742437	0.070297827	0.069226213	0.068824359	0.062408074	0.073860941	0.070914004	0.069855786	0.073579642
1069	0.07053894	0.061738316	0.068529665	0.066533785	0.068864544	0.076339046	0.071690924	0.056875871	0.078482273	0.075200457	0.060934606	0.058215388	0.07339211	0.068060834	0.071275674	0.055389008	0.069976343	0.0664936	0.072829513	0.09006909
1068	0.071181908	0.069989738	0.061604364	0.072012408	0.076151514	0.081013959	0.079018079	0.071798085	0.063158204	0.063332341	0.067029406	0.07946012	0.063426107	0.06161776	0.080049507	0.073177787	0.060358614	0.060157687	0.075629102	0.073994892
1067	0.070914004	0.068636826	0.074477118	0.075816635	0.063184994	0.075535336	0.059809412	0.064203027	0.069614673	0.074236005	0.070498754	0.07499953	0.066359648	0.065060317	0.065127293	0.070887214	0.057492049	0.066654342	0.064229817	0.072789327
1066	0.066198906	0.079031474	0.072869698	0.074490513	0.07339211	0.068971705	0.067699165	0.065756866	0.065515753	0.075079901	0.066801689	0.079741418	0.069922762	0.074276191	0.067069592	0.064658462	0.071061351	0.059929969	0.063908333	0.073325134
1065	0.068663617	0.066480205	0.069413746	0.082098967	0.06931998	0.074932554	0.058871751	0.073070626	0.064926365	0.072494634	0.067859907	0.072039198	0.069400351	0.073994892	0.065314825	0.06893152	0.060331824	0.066145325	0.05798767	0.075629102
1064	0.084175218	0.069119052	0.065046922	0.073217973	0.065087107	0.075213852	0.072494634	0.071905246	0.070110294	0.062742954	0.075963982	0.074048473	0.064551301	0.066440019	0.074731626	0.083880524	0.074919159	0.074570884	0.07627207	0.069775415
1063	0.078174184	0.079326168	0.073124207	0.074771812	0.079326168	0.057170565	0.071155117	0.071128327	0.074021683	0.0725884	0.063265365	0.055630121	0.069386955	0.069721835	0.07134265	0.074691441	0.073258158	0.078616224	0.07095419	0.065569333
1062	0.079299378	0.084188613	0.076472998	0.059929969	0.076124724	0.086492581	0.071677529	0.091997994	0.077370474	0.077558006	0.059608485	0.058925331	0.062501841	0.071771295	0.064805809	0.068502875	0.080304015	0.072708956	0.068476084	0.076834667
1061	0.073968102	0.067176753	0.069681649	0.073298344	0.076700716	0.084550282	0.070605915	0.074986134	0.080665684	0.067176753	0.060800655	0.065462172	0.065395196	0.068703802	0.077638377	0.068918125	0.066640947	0.058108226	0.070096899	0.0628903
1060	0.08960026	0.065033527	0.084550282	0.070940795	0.089640445	0.072280311	0.060666703	0.061738316	0.069199423	0.07422261	0.082098967	0.062702768	0.076392627	0.07181148	0.068449294	0.066158721	0.074048473	0.070806843	0.078643015	0.065917608
