 LAMMPS data file, charge style generated xyz_lammps.py by Wenchang Lu 

1032 atoms
4 atom types

0.000000   8.000000   xlo xhi 
0.000000   70.000000   ylo yhi 
0.000000   45.990000   zlo zhi 
0.000000   0.000000   0.000000  xy xz yz 
558 2 0.0 -2.909394 34.410229 13.717078 
559 1 0.0 -1.876299 34.378394 13.417870 
560 1 0.0 -1.429246 34.953536 12.219793 
561 2 0.0 -1.094967 29.289126 23.378162 
562 1 0.0 -0.085194 34.873033 11.927207 
563 3 0.0 -1.589155 33.164197 15.397260 
564 1 0.0 0.812769 34.242525 12.784377 
565 2 0.0 1.846794 34.194213 12.476051 
566 1 0.0 0.367087 33.653513 13.994368 
567 2 0.0 1.053834 33.129721 14.663946 
568 1 0.0 -0.985272 33.731967 14.286738 
569 2 0.0 -1.089915 30.626238 15.695524 
570 2 0.0 -0.367012 34.512377 17.349210 
571 1 0.0 0.116926 32.409752 22.946855 
572 1 0.0 -0.538061 31.319287 23.500417 
573 2 0.0 0.110426 33.355485 23.490561 
574 1 0.0 -0.559356 30.091830 22.878216 
575 2 0.0 0.802743 33.535152 19.339457 
576 1 0.0 0.048310 29.958704 21.603101 
577 2 0.0 -2.098129 35.465697 11.521376 
578 1 0.0 -2.680272 34.210255 28.130679 
579 1 0.0 -3.669675 34.529816 27.173099 
580 1 0.0 -3.766043 33.866818 25.925505 
581 1 0.0 -2.827750 32.909289 25.693590 
582 1 0.0 -1.761271 33.199067 27.909758 
583 1 0.0 -1.850811 32.580719 26.654837 
584 1 0.0 -2.529004 32.279853 24.379761 
585 4 0.0 -1.357790 31.549062 24.638737 
586 1 0.0 2.495423 35.108997 43.262372 
587 2 0.0 -4.347553 35.332474 27.408302 
588 2 0.0 -4.482452 34.108017 25.126757 
589 2 0.0 -0.949875 33.001712 28.622163 
590 3 0.0 0.163606 31.277628 26.461566 
591 1 0.0 -0.874945 31.711173 25.994447 
592 3 0.0 -3.085573 32.416336 23.265515 
593 2 0.0 -3.937519 37.748502 35.099700 
594 1 0.0 -2.542852 35.042349 29.330186 
595 1 0.0 -2.557714 36.414069 29.112475 
596 1 0.0 -2.440990 37.280149 30.215127 
597 1 0.0 -2.330974 36.707050 31.496111 
598 1 0.0 -2.399412 34.467835 30.637334 
599 1 0.0 -2.312495 35.343080 31.714090 
600 1 0.0 -2.233539 37.387505 32.818511 
601 4 0.0 -2.186351 36.363694 33.800738 
602 3 0.0 -2.197730 38.585305 33.024431 
603 2 0.0 -2.639128 36.797472 28.065926 
604 2 0.0 -2.441803 38.348271 30.107455 
605 2 0.0 -2.407581 33.400663 30.805103 
606 3 0.0 -2.190954 34.044385 33.825745 
607 1 0.0 -2.221162 35.098922 33.202694 
608 1 0.0 1.973036 36.299105 43.773036 
609 3 0.0 1.798644 37.362915 42.926523 
610 2 0.0 -0.222855 35.458472 42.992901 
611 1 0.0 -0.328726 38.182124 40.107257 
612 1 0.0 -1.264319 37.163659 40.181611 
613 1 0.0 -1.215558 36.190124 41.186163 
614 1 0.0 -0.225013 36.206303 42.182915 
615 1 0.0 0.710218 37.223271 42.091708 
616 1 0.0 0.656342 38.206288 41.090611 
617 2 0.0 1.622654 35.554456 46.986398 
618 2 0.0 3.389825 33.240364 43.654691 
619 2 0.0 2.652300 35.062098 42.145598 
620 2 0.0 -3.931895 38.176157 37.670819 
621 1 0.0 -3.182696 37.570278 37.175487 
622 1 0.0 -3.178747 37.345619 35.773719 
623 1 0.0 -2.175739 36.570774 35.219204 
624 3 0.0 -2.383731 37.168568 39.368144 
625 1 0.0 -1.183180 36.000109 36.012543 
626 2 0.0 -0.446951 35.371668 35.518164 
627 1 0.0 -1.184841 36.219343 37.427116 
628 2 0.0 -0.425114 35.785279 38.080901 
629 1 0.0 -2.202713 36.991946 37.985442 
630 2 0.0 -2.003382 35.457952 41.205555 
631 2 0.0 -0.373528 38.973515 39.348762 
632 1 0.0 1.587086 36.417300 45.127326 
633 1 0.0 1.754509 35.315358 45.914579 
634 2 0.0 1.400214 37.349614 45.670625 
635 1 0.0 2.538808 34.215849 45.557890 
636 2 0.0 1.258075 33.107348 21.232156 
637 1 0.0 2.009989 44.239998 4.883560 
638 1 0.0 2.615116 45.302638 4.192026 
639 1 0.0 3.134522 45.119791 2.879349 
640 1 0.0 3.121958 43.838882 2.342486 
641 1 0.0 1.868951 42.991311 4.260761 
642 1 0.0 2.458419 42.795703 2.988819 
643 1 0.0 3.785427 43.351868 1.077579 
644 4 0.0 3.293400 41.911946 0.862359 
645 1 0.0 0.654546 39.058065 21.005406 
646 2 0.0 2.746456 46.244346 4.731864 
647 2 0.0 3.573512 45.937733 2.315653 
648 2 0.0 1.359569 42.189146 4.791898 
649 3 0.0 1.775886 40.615327 2.268010 
650 1 0.0 2.444949 41.606895 2.069729 
651 3 0.0 4.482452 43.988728 0.313186 
652 1 0.0 1.555497 44.436717 6.284470 
653 1 0.0 1.160077 45.703807 6.724234 
654 1 0.0 0.691846 45.926006 8.052100 
655 1 0.0 0.646291 44.840888 8.907676 
656 1 0.0 1.524369 43.349352 7.181942 
657 1 0.0 1.062271 43.594063 8.480771 
658 1 0.0 0.161439 44.739444 10.320945 
659 4 0.0 0.358343 43.410912 10.688847 
660 3 0.0 -0.343234 45.593786 11.045747 
661 2 0.0 1.183662 46.524761 6.000671 
662 2 0.0 0.347660 46.884467 8.410686 
663 2 0.0 1.846811 42.358024 6.900464 
664 3 0.0 1.128720 41.460753 9.622982 
665 1 0.0 0.887722 42.650970 9.611478 
666 1 0.0 0.741709 40.272836 21.686245 
667 2 0.0 1.412434 46.969625 41.156789 
668 2 0.0 0.073716 37.632072 17.729617 
669 1 0.0 -0.255881 41.443367 17.427601 
670 1 0.0 -0.792898 40.622421 16.416661 
671 1 0.0 -0.662780 39.254614 16.492967 
672 1 0.0 -0.021197 38.699121 17.624223 
673 1 0.0 0.506518 39.512193 18.646142 
674 1 0.0 0.395586 40.888092 18.551941 
675 1 0.0 2.864814 42.068049 44.143199 
676 2 0.0 0.012142 37.026485 21.047165 
677 3 0.0 1.195813 38.893982 19.706483 
678 2 0.0 -2.909394 42.410229 13.717078 
679 1 0.0 -1.876299 42.378394 13.417870 
680 1 0.0 -1.429246 42.953536 12.219793 
681 2 0.0 -1.094967 37.289126 23.378162 
682 1 0.0 -0.085194 42.873033 11.927207 
683 3 0.0 -1.589155 41.164197 15.397260 
684 1 0.0 0.812769 42.242525 12.784377 
685 2 0.0 1.846794 42.194213 12.476051 
686 1 0.0 0.367087 41.653513 13.994368 
687 2 0.0 1.053834 41.129721 14.663946 
688 1 0.0 -0.985272 41.731967 14.286738 
689 2 0.0 -1.089915 38.626238 15.695524 
690 2 0.0 -0.367012 42.512377 17.349210 
691 1 0.0 0.116926 40.409752 22.946855 
692 1 0.0 -0.538061 39.319287 23.500417 
693 2 0.0 0.110426 41.355485 23.490561 
694 1 0.0 -0.559356 38.091830 22.878216 
695 2 0.0 0.802743 41.535152 19.339457 
696 1 0.0 0.048310 37.958704 21.603101 
697 2 0.0 -2.098129 43.465697 11.521376 
698 1 0.0 -2.680272 42.210255 28.130679 
699 1 0.0 -3.669675 42.529816 27.173099 
700 1 0.0 -3.766043 41.866818 25.925505 
701 1 0.0 -2.827750 40.909289 25.693590 
702 1 0.0 -1.761271 41.199067 27.909758 
703 1 0.0 -1.850811 40.580719 26.654837 
704 1 0.0 -2.529004 40.279853 24.379761 
705 4 0.0 -1.357790 39.549062 24.638737 
706 1 0.0 2.495423 43.108997 43.262372 
707 2 0.0 -4.347553 43.332474 27.408302 
708 2 0.0 -4.482452 42.108017 25.126757 
709 2 0.0 -0.949875 41.001712 28.622163 
710 3 0.0 0.163606 39.277628 26.461566 
711 1 0.0 -0.874945 39.711173 25.994447 
712 3 0.0 -3.085573 40.416336 23.265515 
713 2 0.0 -3.937519 45.748502 35.099700 
714 1 0.0 -2.542852 43.042349 29.330186 
715 1 0.0 -2.557714 44.414069 29.112475 
716 1 0.0 -2.440990 45.280149 30.215127 
717 1 0.0 -2.330974 44.707050 31.496111 
718 1 0.0 -2.399412 42.467835 30.637334 
719 1 0.0 -2.312495 43.343080 31.714090 
720 1 0.0 -2.233539 45.387505 32.818511 
721 4 0.0 -2.186351 44.363694 33.800738 
722 3 0.0 -2.197730 46.585305 33.024431 
723 2 0.0 -2.639128 44.797472 28.065926 
724 2 0.0 -2.441803 46.348271 30.107455 
725 2 0.0 -2.407581 41.400663 30.805103 
726 3 0.0 -2.190954 42.044385 33.825745 
727 1 0.0 -2.221162 43.098922 33.202694 
728 1 0.0 1.973036 44.299105 43.773036 
729 3 0.0 1.798644 45.362915 42.926523 
730 2 0.0 -0.222855 43.458472 42.992901 
731 1 0.0 -0.328726 46.182124 40.107257 
732 1 0.0 -1.264319 45.163659 40.181611 
733 1 0.0 -1.215558 44.190124 41.186163 
734 1 0.0 -0.225013 44.206303 42.182915 
735 1 0.0 0.710218 45.223271 42.091708 
736 1 0.0 0.656342 46.206288 41.090611 
737 2 0.0 1.622654 43.554456 46.986398 
738 2 0.0 3.389825 41.240364 43.654691 
739 2 0.0 2.652300 43.062098 42.145598 
740 2 0.0 -3.931895 46.176157 37.670819 
741 1 0.0 -3.182696 45.570278 37.175487 
742 1 0.0 -3.178747 45.345619 35.773719 
743 1 0.0 -2.175739 44.570774 35.219204 
744 3 0.0 -2.383731 45.168568 39.368144 
745 1 0.0 -1.183180 44.000109 36.012543 
746 2 0.0 -0.446951 43.371668 35.518164 
747 1 0.0 -1.184841 44.219343 37.427116 
748 2 0.0 -0.425114 43.785279 38.080901 
749 1 0.0 -2.202713 44.991946 37.985442 
750 2 0.0 -2.003382 43.457952 41.205555 
751 2 0.0 -0.373528 46.973515 39.348762 
752 1 0.0 1.587086 44.417300 45.127326 
753 1 0.0 1.754509 43.315358 45.914579 
754 2 0.0 1.400214 45.349614 45.670625 
755 1 0.0 2.538808 42.215849 45.557890 
756 2 0.0 1.258075 41.107348 21.232156 
757 2 0.0 1.154857 52.018621 0.928602 
758 1 0.0 1.488831 51.010105 1.171602 
759 1 0.0 1.206755 49.870400 0.344905 
760 2 0.0 4.905934 47.739675 3.532521 
761 2 0.0 2.604605 51.709896 2.864775 
762 2 0.0 5.697394 50.057508 3.038929 
763 1 0.0 2.337878 50.855087 2.237715 
764 1 0.0 1.730969 48.572596 0.657153 
765 2 0.0 1.488970 47.683712 0.043543 
766 1 0.0 2.937957 49.557535 2.539793 
767 1 0.0 4.175352 48.118679 4.259783 
768 1 0.0 2.598642 48.399891 1.747830 
769 2 0.0 4.674149 48.109047 5.272962 
770 1 0.0 4.957651 50.506531 3.741678 
771 2 0.0 3.328309 47.336094 4.383221 
772 2 0.0 3.000873 47.479236 2.074890 
773 1 0.0 3.666117 49.560296 3.835429 
774 2 0.0 4.669677 51.484228 3.452640 
775 2 0.0 5.529820 50.589268 4.697081 
776 1 0.0 2.707473 49.981415 4.892896 
777 2 0.0 1.284166 48.339269 4.337437 
778 2 0.0 3.732977 51.846459 5.585323 
779 1 0.0 1.488708 49.212171 4.988756 
780 1 0.0 2.866796 51.151788 5.728479 
781 1 0.0 0.491013 49.514031 5.946844 
782 1 0.0 1.864471 51.523152 6.601375 
783 2 0.0 -0.365959 48.845315 6.040631 
784 2 0.0 1.949895 52.424312 7.146857 
785 1 0.0 0.627476 50.760103 6.685138 
786 3 0.0 -0.304604 51.138082 7.601202 
787 2 0.0 1.769915 49.755936 8.530377 
788 1 0.0 -0.325131 50.421877 8.685869 
789 1 0.0 0.926241 49.745176 9.131157 
790 2 0.0 -2.419637 50.899957 9.171347 
791 1 0.0 -1.509279 50.312993 9.476357 
792 1 0.0 0.998749 49.096572 10.356099 
793 2 0.0 1.941433 48.662136 10.653276 
794 1 0.0 -1.480949 49.603922 10.679455 
795 1 0.0 -0.187871 48.989705 11.192530 
796 1 0.0 -2.588821 49.303738 11.659676 
797 3 0.0 -3.690825 49.686925 11.507413 
798 1 0.0 -0.434121 48.336277 12.463535 
799 4 0.0 -1.937645 48.600095 12.871551 
800 3 0.0 0.340653 47.741060 13.126302 
801 2 0.0 -4.482826 48.599898 13.739044 
802 1 0.0 -2.410782 48.600932 14.243036 
803 1 0.0 -3.811167 48.526994 14.551423 
804 2 0.0 -0.470190 48.589996 15.139640 
805 1 0.0 -1.533043 48.466532 15.321827 
806 1 0.0 -4.291518 48.190695 15.786947 
807 2 0.0 -5.368167 48.058701 15.975923 
808 1 0.0 -1.928624 48.158434 16.633731 
809 1 0.0 -3.336515 48.003232 16.817131 
810 3 0.0 0.800041 49.652958 16.668659 
811 4 0.0 -0.897566 48.128193 17.675721 
812 2 0.0 -3.705291 47.661929 17.786197 
813 1 0.0 0.276886 49.184308 17.620517 
814 3 0.0 -2.076503 47.262015 19.587807 
815 1 0.0 -1.362429 48.104694 19.142890 
816 1 0.0 0.482320 49.758714 18.986209 
817 1 0.0 -0.539042 49.083868 19.894813 
818 2 0.0 2.164643 51.140283 18.819186 
819 1 0.0 1.398381 50.724459 19.478686 
820 1 0.0 -0.754589 49.673278 21.157816 
821 2 0.0 -1.570982 49.303427 21.717859 
822 1 0.0 1.158927 51.195826 20.793243 
823 1 0.0 0.103668 50.719857 21.619216 
824 2 0.0 1.858669 51.987629 21.244786 
825 2 0.0 0.625460 53.731801 21.851381 
826 3 0.0 -0.174415 51.132753 22.851744 
827 1 0.0 0.915179 53.403420 22.807286 
828 1 0.0 0.291249 52.228374 23.418526 
829 2 0.0 2.169160 55.171345 23.102815 
830 2 0.0 4.413902 53.003851 25.734830 
831 2 0.0 4.380739 55.347309 24.310435 
832 1 0.0 1.773669 54.212450 23.511591 
833 1 0.0 0.484452 51.978158 24.811921 
834 2 0.0 -0.021508 51.169556 25.271483 
835 1 0.0 3.925021 53.668847 26.463788 
836 1 0.0 2.023740 53.919914 24.881101 
837 1 0.0 3.676805 55.794803 25.013846 
838 2 0.0 4.726927 54.164492 27.016338 
839 1 0.0 1.329976 52.818953 25.530561 
840 2 0.0 3.055318 56.506741 24.385658 
841 2 0.0 3.415883 53.016383 27.229816 
842 2 0.0 4.301970 56.435116 25.699620 
843 1 0.0 2.888045 54.684166 25.785923 
844 2 0.0 1.534340 52.641279 26.572717 
845 1 0.0 2.110980 55.382817 26.843104 
846 2 0.0 0.087124 54.906739 25.964480 
847 2 0.0 3.855198 56.006491 27.933628 
848 1 0.0 0.643042 55.278467 26.835017 
849 1 0.0 2.750896 55.988800 27.957542 
850 1 0.0 -0.056987 55.622226 27.961402 
851 1 0.0 2.023987 56.350030 29.081222 
852 2 0.0 -1.157946 55.465388 27.917482 
853 2 0.0 2.578615 56.737985 29.924888 
854 1 0.0 0.599308 56.098412 29.138911 
855 3 0.0 -0.200525 56.378366 30.151166 
856 2 0.0 1.951504 55.056204 31.196676 
857 1 0.0 -0.066982 55.863140 31.347980 
858 1 0.0 1.099842 55.134416 31.851503 
859 2 0.0 -2.068954 56.639611 31.860752 
860 1 0.0 -1.230741 56.011551 32.151498 
861 1 0.0 1.026390 54.514328 33.050102 
862 2 0.0 1.906129 53.952149 33.420642 
863 1 0.0 -1.334223 55.355243 33.402081 
864 1 0.0 -0.118534 54.701075 33.922302 
865 1 0.0 -2.379361 55.327453 34.529869 
866 3 0.0 -3.520412 55.624813 34.403912 
867 1 0.0 -0.367936 54.202756 35.329835 
868 4 0.0 -1.766430 54.644831 35.784383 
869 3 0.0 0.268382 53.342010 35.792912 
870 1 0.0 -2.527433 54.000930 36.874612 
871 2 0.0 -0.841547 53.937732 38.096284 
872 2 0.0 -4.424212 53.924822 35.983092 
873 1 0.0 -1.877143 53.662539 38.072149 
874 1 0.0 -3.945570 53.717180 36.890915 
875 1 0.0 -2.465358 53.101640 39.204080 
876 1 0.0 -4.604807 53.219666 37.999462 
877 2 0.0 -5.697394 53.037339 37.968734 
878 3 0.0 -3.299751 51.439810 41.778210 
879 1 0.0 -3.887735 52.869985 39.153306 
880 4 0.0 -1.683876 52.755786 40.423168 
881 1 0.0 -2.199511 51.864348 41.554690 
882 3 0.0 0.451538 53.967011 40.381465 
883 1 0.0 -0.255705 53.157170 40.891223 
884 2 0.0 -4.447253 52.429367 39.930102 
885 1 0.0 -1.066112 51.597547 42.533484 
886 1 0.0 0.080072 52.513877 42.207198 
887 2 0.0 -1.695844 49.929713 43.803694 
888 1 0.0 -0.910846 50.669832 43.575420 
889 1 0.0 1.211900 52.605801 43.079559 
890 2 0.0 2.089907 53.224447 42.857488 
891 1 0.0 0.266052 50.782670 44.371239 
892 1 0.0 1.336692 51.748119 44.126382 
893 3 0.0 0.448219 49.789521 45.238540 
894 2 0.0 2.253653 51.706030 44.707099 
895 2 0.0 1.154857 60.018621 0.928602 
896 1 0.0 1.488831 59.010105 1.171602 
897 1 0.0 1.206755 57.870400 0.344905 
898 2 0.0 4.905934 55.739675 3.532521 
899 2 0.0 2.604605 59.709896 2.864775 
900 2 0.0 5.697394 58.057508 3.038929 
901 1 0.0 2.337878 58.855087 2.237715 
902 1 0.0 1.730969 56.572596 0.657153 
903 2 0.0 1.488970 55.683712 0.043543 
904 1 0.0 2.937957 57.557535 2.539793 
905 1 0.0 4.175352 56.118679 4.259783 
906 1 0.0 2.598642 56.399891 1.747830 
907 2 0.0 4.674149 56.109047 5.272962 
908 1 0.0 4.957651 58.506531 3.741678 
909 2 0.0 3.328309 55.336094 4.383221 
910 2 0.0 3.000873 55.479236 2.074890 
911 1 0.0 3.666117 57.560296 3.835429 
912 2 0.0 4.669677 59.484228 3.452640 
913 2 0.0 5.529820 58.589268 4.697081 
914 1 0.0 2.707473 57.981415 4.892896 
915 2 0.0 1.284166 56.339269 4.337437 
916 2 0.0 3.732977 59.846459 5.585323 
917 1 0.0 1.488708 57.212171 4.988756 
918 1 0.0 2.866796 59.151788 5.728479 
919 1 0.0 0.491013 57.514031 5.946844 
920 1 0.0 1.864471 59.523152 6.601375 
921 2 0.0 -0.365959 56.845315 6.040631 
922 2 0.0 1.949895 60.424312 7.146857 
923 1 0.0 0.627476 58.760103 6.685138 
924 3 0.0 -0.304604 59.138082 7.601202 
925 2 0.0 1.769915 57.755936 8.530377 
926 1 0.0 -0.325131 58.421877 8.685869 
927 1 0.0 0.926241 57.745176 9.131157 
928 2 0.0 -2.419637 58.899957 9.171347 
929 1 0.0 -1.509279 58.312993 9.476357 
930 1 0.0 0.998749 57.096572 10.356099 
931 2 0.0 1.941433 56.662136 10.653276 
932 1 0.0 -1.480949 57.603922 10.679455 
933 1 0.0 -0.187871 56.989705 11.192530 
934 1 0.0 -2.588821 57.303738 11.659676 
935 3 0.0 -3.690825 57.686925 11.507413 
936 1 0.0 -0.434121 56.336277 12.463535 
937 4 0.0 -1.937645 56.600095 12.871551 
938 3 0.0 0.340653 55.741060 13.126302 
939 2 0.0 -4.482826 56.599898 13.739044 
940 1 0.0 -2.410782 56.600932 14.243036 
941 1 0.0 -3.811167 56.526994 14.551423 
942 2 0.0 -0.470190 56.589996 15.139640 
943 1 0.0 -1.533043 56.466532 15.321827 
944 1 0.0 -4.291518 56.190695 15.786947 
945 2 0.0 -5.368167 56.058701 15.975923 
946 1 0.0 -1.928624 56.158434 16.633731 
947 1 0.0 -3.336515 56.003232 16.817131 
948 3 0.0 0.800041 57.652958 16.668659 
949 4 0.0 -0.897566 56.128193 17.675721 
950 2 0.0 -3.705291 55.661929 17.786197 
951 1 0.0 0.276886 57.184308 17.620517 
952 3 0.0 -2.076503 55.262015 19.587807 
953 1 0.0 -1.362429 56.104694 19.142890 
954 1 0.0 0.482320 57.758714 18.986209 
955 1 0.0 -0.539042 57.083868 19.894813 
956 2 0.0 2.164643 59.140283 18.819186 
957 1 0.0 1.398381 58.724459 19.478686 
958 1 0.0 -0.754589 57.673278 21.157816 
959 2 0.0 -1.570982 57.303427 21.717859 
960 1 0.0 1.158927 59.195826 20.793243 
961 1 0.0 0.103668 58.719857 21.619216 
962 2 0.0 1.858669 59.987629 21.244786 
963 2 0.0 0.625460 61.731801 21.851381 
964 3 0.0 -0.174415 59.132753 22.851744 
965 1 0.0 0.915179 61.403420 22.807286 
966 1 0.0 0.291249 60.228374 23.418526 
967 2 0.0 2.169160 63.171345 23.102815 
968 2 0.0 4.413902 61.003851 25.734830 
969 2 0.0 4.380739 63.347309 24.310435 
970 1 0.0 1.773669 62.212450 23.511591 
971 1 0.0 0.484452 59.978158 24.811921 
972 2 0.0 -0.021508 59.169556 25.271483 
973 1 0.0 3.925021 61.668847 26.463788 
974 1 0.0 2.023740 61.919914 24.881101 
975 1 0.0 3.676805 63.794803 25.013846 
976 2 0.0 4.726927 62.164492 27.016338 
977 1 0.0 1.329976 60.818953 25.530561 
978 2 0.0 3.055318 64.506741 24.385658 
979 2 0.0 3.415883 61.016383 27.229816 
980 2 0.0 4.301970 64.435116 25.699620 
981 1 0.0 2.888045 62.684166 25.785923 
982 2 0.0 1.534340 60.641279 26.572717 
983 1 0.0 2.110980 63.382817 26.843104 
984 2 0.0 0.087124 62.906739 25.964480 
985 2 0.0 3.855198 64.006491 27.933628 
986 1 0.0 0.643042 63.278467 26.835017 
987 1 0.0 2.750896 63.988800 27.957542 
988 1 0.0 -0.056987 63.622226 27.961402 
989 1 0.0 2.023987 64.350030 29.081222 
990 2 0.0 -1.157946 63.465388 27.917482 
991 2 0.0 2.578615 64.737985 29.924888 
992 1 0.0 0.599308 64.098412 29.138911 
993 3 0.0 -0.200525 64.378366 30.151166 
994 2 0.0 1.951504 63.056204 31.196676 
995 1 0.0 -0.066982 63.863140 31.347980 
996 1 0.0 1.099842 63.134416 31.851503 
997 2 0.0 -2.068954 64.639611 31.860752 
998 1 0.0 -1.230741 64.011551 32.151498 
999 1 0.0 1.026390 62.514328 33.050102 
1000 2 0.0 1.906129 61.952149 33.420642 
1001 1 0.0 -1.334223 63.355243 33.402081 
1002 1 0.0 -0.118534 62.701075 33.922302 
1003 1 0.0 -2.379361 63.327453 34.529869 
1004 3 0.0 -3.520412 63.624813 34.403912 
1005 1 0.0 -0.367936 62.202756 35.329835 
1006 4 0.0 -1.766430 62.644831 35.784383 
1007 3 0.0 0.268382 61.342010 35.792912 
1008 1 0.0 -2.527433 62.000930 36.874612 
1009 2 0.0 -0.841547 61.937732 38.096284 
1010 2 0.0 -4.424212 61.924822 35.983092 
1011 1 0.0 -1.877143 61.662539 38.072149 
1012 1 0.0 -3.945570 61.717180 36.890915 
1013 1 0.0 -2.465358 61.101640 39.204080 
1014 1 0.0 -4.604807 61.219666 37.999462 
1015 2 0.0 -5.697394 61.037339 37.968734 
1016 3 0.0 -3.299751 59.439810 41.778210 
1017 1 0.0 -3.887735 60.869985 39.153306 
1018 4 0.0 -1.683876 60.755786 40.423168 
1019 1 0.0 -2.199511 59.864348 41.554690 
1020 3 0.0 0.451538 61.967011 40.381465 
1021 1 0.0 -0.255705 61.157170 40.891223 
1022 2 0.0 -4.447253 60.429367 39.930102 
1023 1 0.0 -1.066112 59.597547 42.533484 
1024 1 0.0 0.080072 60.513877 42.207198 
1025 2 0.0 -1.695844 57.929713 43.803694 
1026 1 0.0 -0.910846 58.669832 43.575420 
1027 1 0.0 1.211900 60.605801 43.079559 
1028 2 0.0 2.089907 61.224447 42.857488 
1029 1 0.0 0.266052 58.782670 44.371239 
1030 1 0.0 1.336692 59.748119 44.126382 
1031 3 0.0 0.448219 57.789521 45.238540 
1032 2 0.0 2.253653 59.706030 44.707099 
